school,Room,Result,Sampler
Twin Valley Elementary,156,400,vt
Twin Valley Elementary,Field Blank,0,vt
Twin Valley Elementary,132,470,vt
Proctor Jr/sr High School,"Main Building, Basement, Girls Locker Room",0,vt
Proctor Jr/sr High School,"Main Building, Basement, Mechanical Room",0,vt
Proctor Jr/sr High School,"Main Building, Basement, Maintenance Room",0,vt
Proctor Jr/sr High School,"Main Building, Basement, North Hall",0,vt
Proctor Jr/sr High School,"Main Building, Basement, Art",0,vt
Proctor Jr/sr High School,"Main Building, Basement, Room B22",0,vt
Proctor Jr/sr High School,"Main Building, Basement, Room B25",0,vt
Proctor Jr/sr High School,"Main Building, Basement, Room B27",0,vt
Proctor Jr/sr High School,"Main Building, Basement, Cafeteria",0,vt
Proctor Jr/sr High School,"Main Building, Basement, Exercise Room",0,vt
Proctor Jr/sr High School,"Main Building, Basement, Kitchen Storage Area",0,vt
Proctor Jr/sr High School,"Main Building, Basement, Storage",0,vt
Proctor Jr/sr High School,"Main Building, Floor 1, Science 1",0,vt
Proctor Jr/sr High School,"Main Building, Floor 1, Science 2",0,vt
Proctor Jr/sr High School,"Main Building, Floor 1, 3D Printing Room",0,vt
Proctor Jr/sr High School,"Main Building, Floor 1, Library",0,vt
Proctor Jr/sr High School,"Main Building, Floor 1, Guidance Suite",0,vt
Proctor Jr/sr High School,"Main Building, Floor 1, Health Office",0,vt
Proctor Jr/sr High School,"Main Building, Floor 1, Principals Office",0,vt
Proctor Jr/sr High School,"Main Building, Floor 1, Gym",0,vt
Proctor Jr/sr High School,"Main Building, Floor 1, Science/South Hall",0,vt
Proctor Jr/sr High School,"Main Building, Floor 1, Mens Room 1",0,vt
Proctor Jr/sr High School,"Main Building, Floor 1, Lobby Womens Room",0,vt
Proctor Jr/sr High School,"Main Building, Floor 1, Front Entry",14,vt
Proctor Jr/sr High School,"Main Building, Floor 1, Stage",0,vt
Proctor Jr/sr High School,"Main Building, Floor 2, Room 206",0,vt
Proctor Jr/sr High School,"Main Building, Floor 2, Room 212",0,vt
Proctor Jr/sr High School,"Main Building, Floor 2, Main Hallway",0,vt
Proctor Jr/sr High School,"Main Building, Floor 2, South Stairway",0,vt
Proctor Jr/sr High School,"Main Building, Floor 2, Faculty Bathroom",0,vt
Proctor Jr/sr High School,"Main Building, Floor 1, Science 1",0,vt
Proctor Jr/sr High School,"Main Building, Basement, Cafeteria",0,vt
Peacham Elementary School,Grade 5-6 Classroom,0,vt
Peacham Elementary School,2nd Grade Classroom,0,vt
Peacham Elementary School,Sensory Room,0,vt
Peacham Elementary School,Main Office ,0,vt
Peacham Elementary School,Pre-K Classroom,0,vt
Peacham Elementary School,Electrical Room,0,vt
Peacham Elementary School,Storage Room 2,0,vt
Peacham Elementary School,Lunch Room,0,vt
Peacham Elementary School,Girls Bathroom,0,vt
Peacham Elementary School,Lunch Room,0,vt
Blue Mountain Us #21,"Main Building, Floor 1, Room 1028",0,vt
Blue Mountain Us #21,"Main Building, Floor 1, Gym Hall",0,vt
Blue Mountain Us #21,"Main Building, Floor 1, Custodians Room",0,vt
Blue Mountain Us #21,"Main Building, Floor 1, Kitchen Storage Area",7.4,vt
Blue Mountain Us #21,"Main Building, Floor, Gym",7.2,vt
Blue Mountain Us #21,"Main Building, Floor 1, Stage",0,vt
Blue Mountain Us #21,"Main Building, Floor 1, Girls Locker Room",0,vt
Blue Mountain Us #21,"Main Building, Floor 1, Kitchen",7,vt
Blue Mountain Us #21,"Main Building, Floor 1, Cafeteria ",7.3,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Room 1003",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Room 1009",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Room 1011",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Main Hallway",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Room 1059",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Room 1072",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Room 1076",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Room 1078",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Room 1079",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Room 1083",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Room 1086",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Room 1090",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Room 1092",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Room 1094",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Room 1098",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Room 1099",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Room 1101",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Room 1112",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Room 1121",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Boys Bathroom 1",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Girls Bathroom 2",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Library",0,vt
Blue Mountain Us #21,"Main Building, Floor 1, Room 1028",0,vt
Blue Mountain Us #21,"Renovated Building, Floor 1, Library",0,vt
Twin Valley Middle High School,D5 Classroom,29,vt
Twin Valley Middle High School,B1 Classroom,38,vt
Twin Valley Middle High School,A6 Classroom,38,vt
Twin Valley Middle High School,C1 Cafeteria,23,vt
Twin Valley Middle High School,A5 Library,77,vt
Twin Valley Middle High School,Kitchen,14,vt
Twin Valley Middle High School,A7 Office,23,vt
Twin Valley Middle High School,C Bath 2 ,35,vt
Twin Valley Middle High School,Kitchen Storage ,16,vt
Twin Valley Middle High School,57 Auditorium,28,vt
Twin Valley Middle High School,F6 Classroom,11,vt
Twin Valley Middle High School,F1 Classroom,12,vt
Twin Valley Middle High School,Basement,0,vt
Twin Valley Middle High School,AA40 Hallway,9.4,vt
Twin Valley Middle High School,E Bath 2 ,12,vt
Twin Valley Middle High School,C Bath 1 ,19,vt
Twin Valley Middle High School,A Bath 1 ,23,vt
Twin Valley Middle High School,A Janitor,12,vt
Twin Valley Middle High School,B Janitor Janitor closet,26,vt
Twin Valley Middle High School,Hallway,20,vt
Twin Valley Middle High School,B Men  Bathroom,25,vt
Twin Valley Middle High School,D Women Bathroom,41,vt
Twin Valley Middle High School,E1 Classroom,5.4,vt
Twin Valley Middle High School,E2 Classroom,6.4,vt
Twin Valley Middle High School,A14 Classroom,2.1,vt
Twin Valley Middle High School,A13 Classroom,9.3,vt
Twin Valley Middle High School,B4 Classroom,9.8,vt
Twin Valley Middle High School,F Bath A,7.8,vt
Twin Valley Middle High School,A5 Library,56,vt
Twin Valley Middle High School,A14 Classroom,2.5,vt
Twin Valley Middle High School,field blank,0,vt
Main Street Middle School,100,0,vt
Main Street Middle School,103,0,vt
Main Street Middle School,103,0,vt
Main Street Middle School,104,0,vt
Main Street Middle School,111,0,vt
Main Street Middle School,201,0,vt
Main Street Middle School,203,0,vt
Main Street Middle School,203,0,vt
Main Street Middle School,208,0,vt
Main Street Middle School,210,6.9,vt
Main Street Middle School,000-A,0,vt
Main Street Middle School,000 Hall,0,vt
Main Street Middle School,2,0,vt
Main Street Middle School,003B,0,vt
Main Street Middle School,7,0,vt
Main Street Middle School,9,0,vt
Main Street Middle School,009A,0,vt
Main Street Middle School,009C,0,vt
Main Street Middle School,10,0,vt
Main Street Middle School,12,0,vt
Main Street Middle School,100-1,0,vt
Main Street Middle School,106 Stair,0,vt
Main Street Middle School,108A,0,vt
Main Street Middle School,109A,0,vt
Main Street Middle School,200-1,0,vt
Main Street Middle School,Ambient,0,vt
Elm Hill School,103,0,vt
Elm Hill School,113,0,vt
Elm Hill School,113,0,vt
Elm Hill School,121,0,vt
Elm Hill School,125B,0,vt
Elm Hill School,125C,0,vt
Elm Hill School,129,0,vt
Elm Hill School,145,0,vt
Elm Hill School,150,0,vt
Elm Hill School,157,0,vt
Elm Hill School,161,0,vt
Elm Hill School,B1,0,vt
Elm Hill School,B2.5,0,vt
Elm Hill School,H1,0,vt
Vergennes Union Elementary School #44,A1,4.6,vt
Vergennes Union Elementary School #44,A1,2.9,vt
Vergennes Union Elementary School #44,A12,0,vt
Vergennes Union Elementary School #44,A6,1.9,vt
Vergennes Union Elementary School #44,A7,1.4,vt
Vergennes Union Elementary School #44,A9,2.3,vt
Vergennes Union Elementary School #44,B12 BATH,0,vt
Vergennes Union Elementary School #44,B13,0,vt
Vergennes Union Elementary School #44,B14,0,vt
Vergennes Union Elementary School #44,B15,0,vt
Vergennes Union Elementary School #44,B2,0,vt
Vergennes Union Elementary School #44,B9,2.2,vt
Vergennes Union Elementary School #44,BR1,3.6,vt
Vergennes Union Elementary School #44,BSMT,4,vt
Vergennes Union Elementary School #44,E1,0,vt
Vergennes Union Elementary School #44,H2,1.9,vt
Vergennes Union Elementary School #44,H3,2.5,vt
Vergennes Union Elementary School #44,R2,1.7,vt
Vergennes Union Elementary School #44,ST1,5.3,vt
Currier Memorial Us #23,25 - Facilities,0,vt
Currier Memorial Us #23,26 - PBX,0,vt
Currier Memorial Us #23,13- Gym,0,vt
Currier Memorial Us #23,Duplicate (13-Gym),0,vt
Currier Memorial Us #23,18 - Grade 1,0,vt
Currier Memorial Us #23,23 - Resource Room,0,vt
Currier Memorial Us #23,9,0,vt
Currier Memorial Us #23,5,0,vt
Currier Memorial Us #23,36 - Grade 4,0,vt
Currier Memorial Us #23,39 - bathroom,0,vt
Currier Memorial Us #23,32,0,vt
Currier Memorial Us #23,28 - PE,0,vt
Currier Memorial Us #23,29-Store,0,vt
Currier Memorial Us #23,17,0,vt
Currier Memorial Us #23,01 - Library,0,vt
Currier Memorial Us #23,4,0,vt
Currier Memorial Us #23,42,0,vt
Currier Memorial Us #23,15 - Hall,0,vt
Currier Memorial Us #23,Ambient,0,vt
Currier Memorial Us #23,Field Blank,0,vt
Union Elementary School,100-2 vestibule,2.6,vt
Union Elementary School,101 classroom,0,vt
Union Elementary School,107 classroom,0,vt
Union Elementary School,110 office,3,vt
Union Elementary School,112 library,0,vt
Union Elementary School,112 library,2.1,vt
Union Elementary School,117 classroom,0,vt
Union Elementary School,119 teachers,0,vt
Union Elementary School,120 gym,0,vt
Union Elementary School,121 auditorium,3.1,vt
Union Elementary School,122 classroom - music,0,vt
Union Elementary School,209 classroom,2.2,vt
Union Elementary School,211 classroom,0,vt
Union Elementary School,212 classroom,2.5,vt
Union Elementary School,214 classroom,2.7,vt
Union Elementary School,215 classroom,0,vt
Union Elementary School,218 classroom,0,vt
Union Elementary School,220 classroom,0,vt
Union Elementary School,221 bathroom,3.3,vt
Union Elementary School,223 closet with attic access,4.7,vt
Union Elementary School,corridor 100-3,0,vt
Union Elementary School,corridor 100-10,2.9,vt
Union Elementary School,corridor 100-7,3.5,vt
Union Elementary School,100-8 closet,0,vt
Union Elementary School,107-A boys bathroom,2.5,vt
Union Elementary School,108-A EMR,3.4,vt
Union Elementary School,110-3 nurse,4.2,vt
Union Elementary School,121-1 auditorium stage,5.6,vt
Union Elementary School,corridor 200-3,4,vt
Union Elementary School,stair 200-4,2.2,vt
Union Elementary School,207-B girls bathroom,3.1,vt
Union Elementary School,212-A office,4,vt
Union Elementary School,219-2 office,3.5,vt
Union Elementary School,222-3 room,5.6,vt
Union Elementary School,222-3 room,5.4,vt
Union Elementary School,basement boiler room,0,vt
Union Elementary School,basement storage room near stairs,0,vt
Jamaica Village School,Outside Room 1,8.6,vt
Jamaica Village School,Room 2,10,vt
Jamaica Village School,IT Closet,0,vt
Jamaica Village School,West Office,0,vt
Jamaica Village School,Gym,0,vt
Jamaica Village School,Kitchen,0,vt
Jamaica Village School,Gym Storage,0,vt
Jamaica Village School,Classroom 6,0,vt
Jamaica Village School,Classroom 6,0,vt
Jamaica Village School,Ambient,0,vt
North Country Uhs #22b, B Hall,54,vt
North Country Uhs #22b,208,21,vt
North Country Uhs #22b,214,81,vt
North Country Uhs #22b,219,62,vt
North Country Uhs #22b,222,100,vt
North Country Uhs #22b,224,110,vt
North Country Uhs #22b,227,76,vt
North Country Uhs #22b,253,72,vt
North Country Uhs #22b,262,130,vt
North Country Uhs #22b,266,89,vt
North Country Uhs #22b,266,79,vt
North Country Uhs #22b,271,120,vt
North Country Uhs #22b,274,120,vt
North Country Uhs #22b,278,63,vt
North Country Uhs #22b,A &D office,56,vt
North Country Uhs #22b,B Wing 2nd Floor Hallway  ,65,vt
North Country Uhs #22b,Cafeteria,120,vt
North Country Uhs #22b,Chem Storage,180,vt
North Country Uhs #22b,Chris Young,160,vt
North Country Uhs #22b,classroom closet 1,92,vt
North Country Uhs #22b,Guidance Office,63,vt
North Country Uhs #22b,Library,90,vt
North Country Uhs #22b,Library,92,vt
North Country Uhs #22b,Main Office in B Wing,39,vt
North Country Uhs #22b,Music office,20,vt
North Country Uhs #22b,Nurse,100,vt
North Country Uhs #22b,Server Room (212),99,vt
North Country Uhs #22b,Server room (b2),150,vt
North Country Uhs #22b,SSC,42,vt
North Country Uhs #22b,"AB Hall ('Links"")",20,vt
North Country Uhs #22b,"AB Hall ('Links"")",18,vt
North Country Uhs #22b,Senior lounge,59,vt
North Country Uhs #22b,264,72,vt
North Country Uhs #22b,Athletic training room,12,vt
North Country Uhs #22b,Boys locker room,17,vt
North Country Uhs #22b,Gym hallway,17,vt
North Country Uhs #22b,Gym Office Bathroom,72,vt
North Country Uhs #22b,Gym storage ,37,vt
North Country Uhs #22b,Mens faculty bathroom,54,vt
North Country Uhs #22b,New trainers office,8.6,vt
North Country Uhs #22b,Physical education/dance office,59,vt
North Country Uhs #22b,Womens Locker Room,45,vt
North Country Uhs #22b,Auditorium,12,vt
North Country Uhs #22b,Gymnasium,0,vt
North Country Uhs #22b,347,75,vt
North Country Uhs #22b,348,64,vt
North Country Uhs #22b,348,51,vt
North Country Uhs #22b,353,230,vt
North Country Uhs #22b,358,76,vt
North Country Uhs #22b,359,10,vt
North Country Uhs #22b,364,100,vt
North Country Uhs #22b,366,100,vt
North Country Uhs #22b,368,180,vt
North Country Uhs #22b,370,34,vt
North Country Uhs #22b,371,110,vt
North Country Uhs #22b,375,76,vt
North Country Uhs #22b,411,100,vt
North Country Uhs #22b,411a,59,vt
North Country Uhs #22b,417,53,vt
North Country Uhs #22b,421,29,vt
North Country Uhs #22b,426,52,vt
North Country Uhs #22b,427,45,vt
North Country Uhs #22b,430,77,vt
North Country Uhs #22b,434 video games,170,vt
North Country Uhs #22b,437,250,vt
North Country Uhs #22b,Falcon's Nest,85,vt
North Country Uhs #22b,Falcon's Nest,87,vt
North Country Uhs #22b,Kitchen,49,vt
North Country Uhs #22b,Kitchen storage,40,vt
North Country Uhs #22b,Basement tunnel,81,vt
North Country Uhs #22b,151,13,vt
North Country Uhs #22b,153,16,vt
North Country Uhs #22b,B Floor 2 West Stair,22,vt
North Country Uhs #22b,Book closet,62,vt
North Country Uhs #22b,C Hall Floor 1,34,vt
North Country Uhs #22b,C Hall Floor 1,37,vt
North Country Uhs #22b,C Hall Floor 2,44,vt
North Country Uhs #22b,Practice room 1,19,vt
North Country Uhs #22b,Weight room office,19,vt
North Country Uhs #22b,325,38,vt
North Country Uhs #22b,372,72,vt
North Country Uhs #22b,C Floor 2 Men Bath Center,7.6,vt
North Country Uhs #22b,,0,vt
North Country Uhs #22b,,0,vt
North Country Uhs #22b,,0,vt
North Country Uhs #22b,,0,vt
North Country Uhs #22b,,0,vt
North Country Uhs #22b,,0,vt
Academy School,Room 121,0,vt
Academy School,Room 114,5.6,vt
Academy School,Student Boy's Bathroom,4.7,vt
Academy School,Room 111,0,vt
Academy School,Teacher room,7.3,vt
Academy School,Room 110 Suite,2.4,vt
Academy School,Auditorium/Music,27,vt
Academy School,Stage,15,vt
Academy School,Room 1B,0,vt
Academy School,Room 3A,4.5,vt
Academy School,Front Lobby,3.1,vt
Academy School,Room 122,0,vt
Academy School,Cafeteria/Gym,3.9,vt
Academy School,Cafeteria/Gym (Dup-01),6.1,vt
Academy School,Kitchen ,3.6,vt
Academy School,Kitchen Office,3.5,vt
Academy School,Kitchen Storage,0,vt
Academy School,Boiler Room,3.1,vt
Academy School,Hallway 1,5.9,vt
Academy School,Room 132B,2.9,vt
Academy School,Room 131,0,vt
Academy School,Room 121B (Bath),0,vt
Academy School,Room 130,0,vt
Academy School,Room 127,7.9,vt
Academy School,Room 122 (Dup-02),0,vt
Academy School,Ambient,0,vt
Academy School,118/120 Hallway,0,vt
Academy School,Hallway 4,0,vt
Academy School,Room 118,10,vt
Academy School,Room 117B,0,vt
Academy School,Room 115,0,vt
Academy School,Hallway 3,0,vt
Academy School,Room 40,12,vt
Bridport Central School,South Hall,6,vt
Bridport Central School,Nurse's Office,5.9,vt
Bridport Central School,Gym,8.8,vt
Bridport Central School,Staff Room,4.5,vt
Bridport Central School,Grade 1-2,5.4,vt
Bridport Central School,Pre-K,3.7,vt
Bridport Central School,Janitor's Office,7.7,vt
Bridport Central School,Gym Storage Closet,8.9,vt
Bridport Central School,Kitchen,5.6,vt
Bridport Central School,Staff Room,5.5,vt
Bridport Central School,Gym,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,B121,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,B124,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,B126,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,Gym North Hall,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,B130,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,B137,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,B 154,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,B152,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,B156 ,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,Gym- A191,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,C132,0,vt
J F Kennedy Elem School and Winooski Middle School and Winooski High School,A191 DUP 01,0,vt
